MANDT,MSEHI,KZEX3,KZEX6,ANDEC,KZKEH,KZWOB,KZ1EH,KZ2EH,DIMID,ZAEHL,NENNR,EXP10,ADDKO,EXPON,DECAN,ISOCODE,PRIMARY,TEMP_VALUE,TEMP_UNIT,FAMUNIT,PRESS_VAL,PRESS_UNIT,MSEH3,MSEH6,MSEHT
"001","LE","","","3","","","","","AAAADL","1","1","0","0.000000","0","0","C62","","0.0000000000000000E+00","","","0.0000000000000000E+00","","AU","AU","AU"
"001","LHK","","","3","","","","","SURFAC","1","1","8-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","LHK","l/hkm","l/100km"
"001","LMS","","","0","","","","","HYDROL","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","LMS","l/m_.s","l/mol.s"
"001","LPH","","","3","","","","","VOLFLO","1","3.600.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","LPH","L/hr","Liter/hr"
"001","M","","","2","","","","","LENGTH","1","1","0","0.000000","0","0","MTR","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M","m","m"
"001","M%","","","0","","","","","MPROPO","1","100","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M%","%(m)","%(m)"
"001","M%O","","","0","","","","","MPROPO","1","1.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M%O","%O(m)","%0(mass)"
"001","M/S","","","0","","","","","SPEED","1","1","0","0.000000","0","0","MTS","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M/S","m/s","m/s"
"001","M2","","","3","","","","","SURFAC","1","1","0","0.000000","0","0","MTK","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M2","m2","m2"
"001","M2I","","","3","","","","","SURINV","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M-2","1/M2","1/M2"
"001","M2S","","","0","","","","","VISKIN","1","1","0","0.000000","0","0","S4","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M2S","m2/s","m2/s"
"001","M3","","","3","","","","","VOLUME","1","1","0","0.000000","0","0","MTQ","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M3","m3","m3"
"001","M3D","","","0","","","","","VOLFLO","1","86.400","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M3D","m3/d","m3/day"
"001","M3S","","","0","","","","","VOLFLO","1","1","0","0.000000","0","0","MQS","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M3S","m3/s","m3/s"
"001","MA","","","0","","","","","ECURR","1","1.000","0","0.000000","0","0","4K","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MA","mA","mA"
"001","MBA","","","0","","","","","PRESS","100","1","0","0.000000","0","0","MBR","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MBA","mbar","mbar"
"001","MBZ","","","0","","","","","STEXKZ","100.000","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MBZ","m.b_/s","m.bar/s"
"001","MEJ","","","0","","","","","ENERGY","1.000.000","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MEJ","MJ","MJ"
"001","MG","","","3","","","","","MASS","1","1.000.000","0","0.000000","0","0","MGM","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MG","mg","mg"
"001","MGF","","","0","","","","","MASSBD","1","100","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MGE","mg/cm2","mg/cm2"
"001","MGG","","","0","","","","","MPROPO","1","1.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MGG","mg/g","mg/g"
"001","MGK","","","0","","","","","MPROPO","1","1.000.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MGK","mg/kg","mg/kg"
"001","MGL","","","0","","","","","DENSI","1","1.000","0","0.000000","0","0","M1","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MGL","mg/l","mg/l"
"001","MGQ","","","0","","","","","DENSI","1","1.000.000","0","0.000000","0","0","GP","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MGQ","mg/m3","mg/m3"
"001","MGW","","","0","","","","","POWER","1.000.000","1","0","0.000000","0","0","MAW","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MGW","VA","VA"
"001","MHZ","","","0","","","","","FREQU","1.000.000","1","0","0.000000","0","0","MHZ","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MHZ","MHz","MHz"
"001","MI","","","3","","","","","LENGTH","201.168","125","0","0.000000","0","0","SMI","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MI","mile","Mile"
"001","MI2","","","0","","","","","SURFAC","774400.000","299","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MI2","Mile2","Mile2"
"001","MIM","","","3","","","","","LENGTH","1","1.000.000","0","0.000000","0","0","4H","","0.0000000000000000E+00","","","0.0000000000000000E+00","","µM","µm","µm"
"001","MIN","","","3","","","","","TIME","60","1","0","0.000000","0","0","MIN","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MIN","min","min."
"001","MIS","","","0","","","","","TIME","1","1.000.000","0","0.000000","0","0","B98","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MIS","µs","µs"
"001","MJ","","","0","","","","","ENERGY","1","1.000","0","0.000000","0","0","C15","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MIJ","mJ","mJ"
"001","ML","","","3","","","","","VOLUME","1","1.000.000","0","0.000000","0","0","MLT","","0.0000000000000000E+00","","","0.0000000000000000E+00","","ML","ml","ml"
"001","MLK","","","0","","","","","VPROPO","1","1","6-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MLK","ml/m3","ml/m3"
"001","MLW","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MLI","mlai","mlact.in."
"001","MM","","","3","","","","","LENGTH","1","1.000","0","0.000000","0","0","MMT","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MM","mm","mm"
"001","MM2","","","3","","","","","SURFAC","1","1.000.000","0","0.000000","0","0","MMK","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MM2","mm2","mm2"
"001","MMA","","","0","","","","","SPEED","1","31.536","6-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MMA","mm/a","mm/a"
"001","MMG","","","0","","","","","SPAEQU","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MMG","mmol/g","mmol/g"
"001","MMH","","","0","","","","","SPEED","1","3.600.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MMH","mm/h","mm/h"
"001","MMK","","","0","","","","","SPAEQU","1","1.000","0","0.000000","0","0","D87","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MMK","m_/kg","mmol/kg"
"001","MMO","","","0","","","","","MOLQU","1","1.000","0","0.000000","0","0","C18","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MMO","mmol","mmol"
"001","MMQ","","","0","","","","","VOLUME","1","1","9-","0.000000","0","0","MMQ","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MM3","mm3","mm3"
"001","MMS","","","0","","","","","SPEED","1","1.000","0","0.000000","0","0","C16","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MMS","mm/s","mm/s"
"001","MNM","","","0","","","","","SURFTE","1","1.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MNM","mN/m","mN/m"
"001","MOK","","","0","","","","","SPAEQU","1","1","0","0.000000","0","0","C19","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MOK","mol/kg","mol/kg"
"001","MOL","","","0","","","","","MOLQU","1","1","0","0.000000","0","0","C34","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MOL","mol","mol"
"001","MON","","","0","","","","","TIME","2.592.000","1","0","0.000000","0","0","MON","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MON","Months","Months"
"001","MPA","","","0","","","","","PRESS","1.000.000","1","0","0.000000","0","0","MPA","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPA","MPa","MPa"
"001","MPB","","","0","","","","","MPROPO","1","1","9-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPB","ppb(m)","ppb(m)"
"001","MPG","","","3","","","","","SURINV","201.168","473.168","6","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPG","MPGUS","Mi/Gal(US)"
"001","MPM","","","0","","","","","MPROPO","1","1","6-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPM","ppm(m)","ppm(m)"
"001","MPS","","","0","","","","","VISDYN","1","1.000","0","0.000000","0","0","C24","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPS","mPa.s","mPa.s"
"001","MPT","","","0","","","","","MPROPO","1","1","12-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPT","ppt(m)","ppt(m)"
"001","MPZ","","","0","","","","","STEXKZ","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPZ","m.Pa/s","m.Pa/s"
"001","MQH","","","0","","","","","VOLFLO","1","3.600","0","0.000000","0","0","MQH","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M3H","m3/h","m3/h"
"001","MS","","","0","","","","","TIME","1","1.000","0","0.000000","0","0","C26","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MSE","ms","ms"
"001","MS2","","","0","","","","","ACCEL","1","1","0","0.000000","0","0","MSK","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MS2","m/s2","m/s2"
"001","MTE","","","0","","","","","MAGNFD","1","1.000","0","0.000000","0","0","C29","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MTE","mT","mT"
"001","MTS","","","0","","","","","SPEED","1","3.600","0","0.000000","0","0","MTS","","0.0000000000000000E+00","","","0.0000000000000000E+00","","M/H","m/h","m/h"
"001","MV","","","0","","","","","VOLTAG","1","1.000","0","0.000000","0","0","2Z","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MV","mV","mV"
"001","MVA","","","0","","","","","POWER","1","1","6","0.000000","0","0","MVA","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MVA","MVA","MVA"
"001","MW","","","0","","","","","POWER","1","1.000","0","0.000000","0","0","C31","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MW","mW","mW"
"001","MWH","","","0","","","","","ENERGY","3.600","1","6","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MWH","MWh","MWh"
"001","N","","","0","","","","","FORCE","1","1","0","0.000000","0","0","NEW","","0.0000000000000000E+00","","","0.0000000000000000E+00","","N","N","N"
"001","NAM","","","3","","","","","LENGTH","1","1.000.000","3-","0.000000","0","0","C45","","0.0000000000000000E+00","","","0.0000000000000000E+00","","NAM","nm","nm"
"001","NM","","","0","","","","","SURFTE","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","NM","N/m","N/m"
"001","NS","","","0","","","","","TIME","1","1.000.000","3-","0.000000","0","0","C47","","0.0000000000000000E+00","","","0.0000000000000000E+00","","NS","ns","ns"
"001","OCM","","","0","","","","","SPREST","1","100","0","0.000000","0","0","C60","","0.0000000000000000E+00","","","0.0000000000000000E+00","","OCM","Ohcm","Ohm*cm"
"001","OHM","","","0","","","","","RESIST","1","1","0","0.000000","0","0","OHM","","0.0000000000000000E+00","","","0.0000000000000000E+00","","OHM","Ohm","Ohm"
"001","OM","","","0","","","","","SPREST","1","1","0","0.000000","0","0","C61","","0.0000000000000000E+00","","","0.0000000000000000E+00","","OM","Ohmm","Ohm*m"
"001","OZ","","","0","","","","","MASS","56.699","2.000.000","0","0.000000","0","0","ONZ","","0.0000000000000000E+00","","","0.0000000000000000E+00","","OZ","oz","Ounce"
"001","OZA","","","0","","","","","VOLUME","29.573","1","9-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","FOZ","fozUS","Fld.ozUS"
"001","P","","","0","","","","","POINTS","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","P","P","Points"
"001","PA","","","0","","","","","PRESS","1","1","0","0.000000","0","0","PAL","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PA","Pa","Pa"
"001","PAA","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","PR","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PAA","PAIR","Pair"
"001","PAK","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","PK","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PAC","PAC","Pack"
"001","PAL","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","PF","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PAL","PAL","Pallet"
"001","PAS","","","0","","","","","VISDYN","1","1","0","0.000000","0","0","C65","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PAS","Pas","Pascalsec"
"001","PCT","","","99","","","","","AAAADL","1","1","0","0.000000","0","8","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PRC","PrC","Groupprop"
"001","PMI","","","0","","","","","FREQU","1","60","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PMI","1/min","1/min"
"001","PMR","","","0","","","","","PERMEA","1","1","0","0.000000","0","3","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PMR","kg/m2s","kg/m2*s"
"001","PPB","","","0","","","","","PROPOR","1","1","9-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PPB","ppb","ppb"
"001","PPM","","","0","","","","","PROPOR","1","1","6-","0.000000","0","0","59","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PPM","ppm","ppm"
"001","PPT","","","0","","","","","PROPOR","1","1","12-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PPT","ppt","ppt"
"001","PRM","","","0","","","","","PERMEA","1","6.000.000","0","0.000000","0","3","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PRM","ug/c2m","ug/cm2*min"
"001","PRS","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","IE","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PRS","PRS","Persons"
"001","PS","","","0","","","","","TIME","1","1","12-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PS","ps","ps"
"001","PT","","","0","","","","","VOLUME","473.168","1","9-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PT","ptUS","PintUSl"
"001","QT","","","0","","","","","VOLUME","946.336","1","9-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","QT","qtUS","QuartUSl"
"001","RHO","","","0","","","","","DENSI","1.000","1","0","0.000000","0","0","23","","0.0000000000000000E+00","","","0.0000000000000000E+00","","RHO","g/cm3","g/cm3"
"001","ROL","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","RO","","0.0000000000000000E+00","","","0.0000000000000000E+00","","ROL","ROL","Role"
"001","S","","","0","","","","","TIME","1","1","0","0.000000","0","0","SEC","","0.0000000000000000E+00","","","0.0000000000000000E+00","","S","s","s"
"001","ST","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","PCE","","0.0000000000000000E+00","","","0.0000000000000000E+00","","PC","PC","Piece"
"001","STD","","","3","","","","","TIME","3.600","1","0","0.000000","0","1","HUR","","0.0000000000000000E+00","","","0.0000000000000000E+00","","HR","hrs","Hours"
"001","TAG","","","0","","","","","TIME","86.400","1","0","0.000000","0","0","DAY","","0.0000000000000000E+00","","","0.0000000000000000E+00","","DAY","Days","Days"
"001","TC3","","","0","","","","","TKONZ","1.000.000","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","TC3","1/cm3","1/cm3"
"001","TES","","","0","","","","","MAGNFD","1","1","0","0.000000","0","0","D33","","0.0000000000000000E+00","","","0.0000000000000000E+00","","TES","D","D"
"001","TH","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","MIL","","0.0000000000000000E+00","","","0.0000000000000000E+00","","TS","thou","Thousands"
"001","TM3","","","0","","","","","TKONZ","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","TM3","1/m3","1/m3"
"001","TO","","","3","","","","","MASS","1.000","1","0","0.000000","0","0","TNE","","0.0000000000000000E+00","","","0.0000000000000000E+00","","TO","t","t"
"001","TON","","","0","","","","","MASS","113.398","125","0","0.000000","0","0","STN","","0.0000000000000000E+00","","","0.0000000000000000E+00","","TON","ton","USTon"
"001","TST","","","0","","","","","TIME","12","17","0","9.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","001","000001",""
"001","UGL","","","0","","","","","DENSI","1","1","6-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","µGL","µg/l","µg/l"
"001","V","","","0","","","","","VOLTAG","1","1","0","0.000000","0","0","VLT","","0.0000000000000000E+00","","","0.0000000000000000E+00","","V","V","V"
"001","V%","","","0","","","","","VPROPO","1","100","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","V%","%(V)","%(V)"
"001","V%O","","","0","","","","","VPROPO","1","1.000","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","V%O","%O(V)","%O(V)"
"001","V01","","","0","","","","","CONDUC","1","1","4-","0.000000","0","3","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MSC","µS/cm","µS/cm"
"001","V02","","","0","","","","","ACBAC","1","1","0","0.000000","0","3","C36","","0.0000000000000000E+00","","","0.0000000000000000E+00","","MPL","mMol/l","Millimol/l"
"001","VAL","","","0","","","","","AAAADL","1","1","0","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","VAL","val","Value"
"001","VPB","","","0","","","","","VPROPO","1","1","9-","0.000000","0","0","","","0.0000000000000000E+00","","","0.0000000000000000E+00","","VPB","ppb(V)","ppb(V)"
